ID,Title,Author,Price ($),Stock
60675,Garri Potter i Prints-polukrovka [Illyustrirovannoe podarochnoe],Dzh. K. Rouling,12.23,97
60676,Garri Potter i Dary Smerti [Illyustrirovannoe podarochnoe],Dzh. K. Rouling,13.43,82
60677,Igra prestolov [Illyustrirovannoe podarochnoe],Dzhordzh R. R. Martin,12.40,64
60678,Bitva koroley [Illyustrirovannoe podarochnoe],Dzhordzh R. R. Martin,12.74,77
60679,Burya mechey [Illyustrirovannoe podarochnoe],Dzhordzh R. R. Martin,13.95,97
60680,Pir stervyatnikov [Illyustrirovannoe podarochnoe],Dzhordzh R. R. Martin,13.43,23
60681,Tanets s drakonami [Illyustrirovannoe podarochnoe],Dzhordzh R. R. Martin,14.64,32
60682,Vedmak: Poslednee zhelanie [Illyustrirovannoe podarochnoe],Andzhey Sapkovskiy,8.27,87
60683,Vedmak: Mech Prednaznacheniya [Illyustrirovannoe podarochnoe],Andzhey Sapkovskiy,8.44,39
60684,Vedmak: Krov elfov [Illyustrirovannoe podarochnoe],Andzhey Sapkovskiy,8.78,10
60685,Kladbishche domashnikh zhivotnykh [Illyustrirovannoe podarochnoe],Stiven King,8.96,85
60686,Siyanie [Illyustrirovannoe podarochnoe],Stiven King,9.47,69
60687,Ono [Illyustrirovannoe podarochnoe],Stiven King,15.33,29
60688,Temnaya bashnya: Strelok [Illyustrirovannoe podarochnoe],Stiven King,8.27,23
60689,Zelenaya milya [Illyustrirovannoe podarochnoe],Stiven King,8.78,65
60690,11/22/63 [Illyustrirovannoe podarochnoe],Stiven King,13.61,98
60691,Kod da Vinchi [Illyustrirovannoe podarochnoe],Den Braun,8.44,8
60692,Angely i demony [Illyustrirovannoe podarochnoe],Den Braun,8.27,11
60693,Inferno [Illyustrirovannoe podarochnoe],Den Braun,8.96,30
60694,Alkhimik [Illyustrirovannoe podarochnoe],Paulo Koelo,6.54,56
60695,Ten vetra [Illyustrirovannoe podarochnoe],Karlos Ruis Safon,9.30,80
60696,Tsvety dlya Eldzhernona [Illyustrirovannoe podarochnoe],Deniel Kiz,7.75,16
60697,Mnozhestvennye umy Billi Milligana [Illyustrirovannoe podarochnoe],Deniel Kiz,8.78,34
60698,Shantaram [Illyustrirovannoe podarochnoe],Gregori Devid Roberts,13.43,95
60699,"Esh, molis, lyubi [Illyustrirovannoe podarochnoe]",Elizabet Gilbert,7.58,87
60700,Begushchiy za vetrom [Illyustrirovannoe podarochnoe],Khaled Khosseyni,8.44,87
60701,Tysyacha siyayushchikh solntsa [Illyustrirovannoe podarochnoe],Khaled Khosseyni,8.78,35
60702,Oblachnyy atlas [Illyustrirovannoe podarochnoe],Devid Mitchell,9.64,98
60703,Zadacha trekh tel [Illyustrirovannoe podarochnoe],Lyu Tsysin,10.16,63
60704,Tyomnyy les [Illyustrirovannoe podarochnoe],Lyu Tsysin,10.68,91
60705,Vechnaya zhizn Smerti [Illyustrirovannoe podarochnoe],Lyu Tsysin,11.71,76
60706,Klara i Solntse [Illyustrirovannoe podarochnoe],Kadzuo Isiguro,8.96,90
60707,Ne otpuskay menya [Illyustrirovannoe podarochnoe],Kadzuo Isiguro,8.27,20
60708,Ostatok dnya [Illyustrirovannoe podarochnoe],Kadzuo Isiguro,8.09,99
60709,Okhota na ovets [Illyustrirovannoe podarochnoe],Kharuki Murakami,8.44,74
60710,Norvezhskiy les [Illyustrirovannoe podarochnoe],Kharuki Murakami,8.27,58
60711,Kafka na plyazhe [Illyustrirovannoe podarochnoe],Kharuki Murakami,9.47,95
60712,1Q84 [Illyustrirovannoe podarochnoe],Kharuki Murakami,12.40,91
60713,S.N.U.F.F. [Illyustrirovannoe podarochnoe],Viktor Pelevin,8.78,41
60714,Generation «P» [Illyustrirovannoe podarochnoe],Viktor Pelevin,7.92,73
60715,Chapaev i Pustota [Illyustrirovannoe podarochnoe],Viktor Pelevin,8.27,11
60716,Lavr [Illyustrirovannoe podarochnoe],Evgeniy Vodolazkin,9.13,91
60717,Aviator [Illyustrirovannoe podarochnoe],Evgeniy Vodolazkin,8.78,34
60718,Zuleykha otkryvaet glaza [Illyustrirovannoe podarochnoe],Guzel Yakhina,8.96,38
60719,Deti moi [Illyustrirovannoe podarochnoe],Guzel Yakhina,9.30,67
60720,Eshelon na Samarkand [Illyustrirovannoe podarochnoe],Guzel Yakhina,9.47,73
60721,The Bible [Podarochnoe izdanie],Holy Scripture,21.33,39
60722,Epic of Gilgamesh [Podarochnoe izdanie],Unknown,8.00,2
60723,Iliad [Podarochnoe izdanie],Homer,9.78,0
60724,Odyssey [Podarochnoe izdanie],Homer,9.96,73
60725,Mahabharata [Podarochnoe izdanie],Vyasa,26.67,84
60726,Ramayana [Podarochnoe izdanie],Valmiki,15.11,39
60727,Tao Te Ching [Podarochnoe izdanie],Laozi,6.76,49
60728,The Art of War [Podarochnoe izdanie],Sun Tzu,6.22,43
60729,The Republic [Podarochnoe izdanie],Plato,8.53,97
60730,Poetics [Podarochnoe izdanie],Aristotle,7.47,69
60731,Nicomachean Ethics [Podarochnoe izdanie],Aristotle,8.71,32
60732,Aeneid [Podarochnoe izdanie],Virgil,9.07,51
60733,Metamorphoses [Podarochnoe izdanie],Ovid,9.42,30
60734,Meditations [Podarochnoe izdanie],Marcus Aurelius,6.93,74
60735,Commentaries on the Gallic War [Podarochnoe izdanie],Julius Caesar,7.82,19
60736,Annals [Podarochnoe izdanie],Tacitus,10.67,82
60737,Confessions [Podarochnoe izdanie],Augustine of Hippo,8.36,95
60738,The City of God [Podarochnoe izdanie],Augustine of Hippo,15.82,37
60739,Shahnameh [Podarochnoe izdanie],Ferdowsi,19.56,71
60740,Primary Chronicle [Podarochnoe izdanie],Nestor the Chronicler,9.24,94
60741,Slovo o polku Igoreve [Podarochnoe izdanie],Unknown,5.33,64
60742,The Divine Comedy [Podarochnoe izdanie],Dante Alighieri,13.33,63
60743,Dekameron [Podarochnoe izdanie],Dzhovanni Bokkachcho,12.09,71
60744,Kenterberiyskie rasskazy [Podarochnoe izdanie],Dzheffri Choser,11.02,2
60745,Pokhvala gluposti [Podarochnoe izdanie],Erazm Rotterdamskiy,7.29,82
60746,Gosudar [Podarochnoe izdanie],Nikkolo Makiavelli,6.76,61
60747,Utopiya [Podarochnoe izdanie],Tomas Mor,6.40,96
60748,Gargantyua i Pantagryuel [Podarochnoe izdanie],Fransua Rable,14.04,31
60749,Opyty [Podarochnoe izdanie],Mishel de Monten,15.11,61
60750,Don Kikhot [Podarochnoe izdanie],Migel de Servantes,15.82,50
60751,Hamlet [Podarochnoe izdanie],William Shakespeare,6.22,85
60752,Romeo i Dzhuletta [Podarochnoe izdanie],William Shakespeare,5.69,81
60753,Makbet [Podarochnoe izdanie],William Shakespeare,5.87,86
60754,Korol Lir [Podarochnoe izdanie],William Shakespeare,6.04,61
60755,Otello [Podarochnoe izdanie],William Shakespeare,5.87,53
60756,Sonety [Podarochnoe izdanie],William Shakespeare,5.16,32
60757,Poteryannyy ray [Podarochnoe izdanie],Dzhon Milton,10.31,73
60758,Zhizn est son [Podarochnoe izdanie],Pedro Kalderon,6.58,60
60759,Tartyuf [Podarochnoe izdanie],Moler,5.51,26
60760,Meshchanin vo dvoryanstve [Podarochnoe izdanie],Moler,5.33,57
60761,Mysli [Podarochnoe izdanie],Blez Paskal,8.18,67
60762,Priklyucheniya Robinzona Kruzo [Podarochnoe izdanie],Daniel Defo,8.00,5
60763,Puteshestviya Gullivera [Podarochnoe izdanie],Dzhonatan Svift,8.53,41
60764,"Zadig, ili Sudba [Podarochnoe izdanie]",Volter,6.22,31
60765,"Kandid, ili Optimizm [Podarochnoe izdanie]",Volter,6.04,35
60766,Obshchestvennyy dogovor [Podarochnoe izdanie],Zhan-Zhak Russo,7.47,18
60767,Confessions [Podarochnoe izdanie],Zhan-Zhak Russo,9.78,44
60768,Issledovanie o prirode i prichinakh bogatstva narodov [Podarochnoe izdanie],Adam Smit,17.42,14
60769,Kritika chistogo razuma [Podarochnoe izdanie],Immanuil Kant,16.36,72
60770,Stradaniya molodogo Vertera [Podarochnoe izdanie],Iogann Volfgang fon Gyote,6.76,12
60771,Faust [Podarochnoe izdanie],Iogann Volfgang fon Gyote,11.56,68
60772,Razboyniki [Podarochnoe izdanie],Fridrikh Shiller,6.40,58
60773,Puteshestvie iz Peterburga v Moskvu [Podarochnoe izdanie],Aleksandr Radishchev,6.93,15
60774,Eugene Onegin [Podarochnoe izdanie],Alexander Pushkin,7.11,54
60775,Kapitanskaya dochka [Podarochnoe izdanie],Alexander Pushkin,6.22,16
60776,Pikovaya dama [Podarochnoe izdanie],Alexander Pushkin,4.98,68
60777,Mednyy vsadnik [Podarochnoe izdanie],Alexander Pushkin,4.44,73
60778,Boris Godunov [Podarochnoe izdanie],Alexander Pushkin,5.69,57
60779,Geroy nashego vremeni [Podarochnoe izdanie],Mikhail Lermontov,6.76,39
60780,Mtsyri [Podarochnoe izdanie],Mikhail Lermontov,4.80,56
60781,Demon [Podarochnoe izdanie],Mikhail Lermontov,4.62,55
60782,Revizor [Podarochnoe izdanie],Nikolai Gogol,6.22,58
60783,Dead Souls [Podarochnoe izdanie],Nikolai Gogol,8.53,55
60784,Shinel [Podarochnoe izdanie],Nikolai Gogol,5.16,54
60785,Taras Bulba [Podarochnoe izdanie],Nikolai Gogol,6.04,88
60786,Fathers and Sons [Podarochnoe izdanie],Ivan Turgenev,7.47,51
60787,Zapiski okhotnika [Podarochnoe izdanie],Ivan Turgenev,8.00,96
60788,Dvoryanskoe gnezdo [Podarochnoe izdanie],Ivan Turgenev,6.93,7
60789,Oblomov [Podarochnoe izdanie],Ivan Goncharov,9.24,88
60790,Crime and Punishment [Podarochnoe izdanie],Fyodor Dostoevsky,10.31,78
60791,Idiot [Podarochnoe izdanie],Fyodor Dostoevsky,11.02,10
60792,Bratya Karamazovy [Podarochnoe izdanie],Fyodor Dostoevsky,13.33,75
60793,Besy [Podarochnoe izdanie],Fyodor Dostoevsky,12.09,15
60794,Zapiski iz podpolya [Podarochnoe izdanie],Fyodor Dostoevsky,6.76,76
60795,Igrok [Podarochnoe izdanie],Fyodor Dostoevsky,6.40,24
60796,War and Peace [Podarochnoe izdanie],Leo Tolstoy,21.33,46
60797,Anna Karenina [Podarochnoe izdanie],Leo Tolstoy,13.87,20
60798,Voskresenie [Podarochnoe izdanie],Leo Tolstoy,9.78,48
60799,Smert Ivana Ilicha [Podarochnoe izdanie],Leo Tolstoy,5.51,32
60800,Kreytserova sonata [Podarochnoe izdanie],Leo Tolstoy,5.69,16
60801,Groza [Podarochnoe izdanie],Aleksandr Ostrovskiy,5.69,43
60802,Bespridannitsa [Podarochnoe izdanie],Aleksandr Ostrovskiy,5.87,73
60803,Levsha [Podarochnoe izdanie],Nikolay Leskov,5.16,84
60804,Ocharovannyy strannik [Podarochnoe izdanie],Nikolay Leskov,6.04,83
60805,Komu na Rusi zhit khorosho [Podarochnoe izdanie],Nikolay Nekrasov,6.76,78
60806,Palata № 6 [Podarochnoe izdanie],Anton Chekhov,5.51,26
60807,Vishnevyy sad [Podarochnoe izdanie],Anton Chekhov,5.87,14
60808,Chayka [Podarochnoe izdanie],Anton Chekhov,5.69,57
60809,Dyadya Vanya [Podarochnoe izdanie],Anton Chekhov,5.51,55
60810,Tri sestry [Podarochnoe izdanie],Anton Chekhov,5.69,74
60811,Dama s sobachkoy [Podarochnoe izdanie],Anton Chekhov,5.16,63
60812,Pride and Prejudice [Podarochnoe izdanie],Jane Austen,8.00,1
60813,Razum i chuvstva [Podarochnoe izdanie],Jane Austen,7.82,67
60814,Frankenshteyn [Podarochnoe izdanie],Meri Shelli,7.47,45
60815,"Frankenshteyn, ili Sovremennyy Prometey [Podarochnoe izdanie]",Meri Shelli,7.64,53
60816,Ayvengo [Podarochnoe izdanie],Valter Skott,8.71,96
60817,Krasnoe i chernoe [Podarochnoe izdanie],Stendal,9.96,57
60818,Parmskaya obitel [Podarochnoe izdanie],Stendal,10.31,40
60819,Otets Gorio [Podarochnoe izdanie],Onore de Balzak,8.53,73
60820,Evgeniya Grande [Podarochnoe izdanie],Onore de Balzak,8.00,14
60821,The Count of Monte Cristo [Podarochnoe izdanie],Alexandre Dumas,15.82,3
60822,Tri mushketera [Podarochnoe izdanie],Alexandre Dumas,11.56,80
60823,Dvadtsat let spustya [Podarochnoe izdanie],Alexandre Dumas,11.91,47
60824,Sobor Parizhskoy Bogomateri [Podarochnoe izdanie],Victor Hugo,10.31,83
60825,Les Miserables [Podarochnoe izdanie],Victor Hugo,16.89,55
60826,"Chelovek, kotoryy smeetsya [Podarochnoe izdanie]",Victor Hugo,10.49,93
60827,Dzheyn Eyr [Podarochnoe izdanie],Sharlotta Bronte,8.53,100
60828,Grozovoy pereval [Podarochnoe izdanie],Emili Bronte,8.36,27
60829,Yarmarka tshcheslaviya [Podarochnoe izdanie],Uilyam Tekkerey,12.27,93
60830,Oliver Twist [Podarochnoe izdanie],Charles Dickens,8.71,75
60831,David Kopperfild [Podarochnoe izdanie],Charles Dickens,12.09,83
60832,Povest o dvukh gorodakh [Podarochnoe izdanie],Charles Dickens,9.07,85
60833,Bolshie nadezhdy [Podarochnoe izdanie],Charles Dickens,9.24,53
60834,Rozhdestvenskaya pesnya [Podarochnoe izdanie],Charles Dickens,5.69,62
60835,Moby-Dick [Podarochnoe izdanie],Herman Melville,10.84,5
60836,Madam Bovari [Podarochnoe izdanie],Gyustav Flober,8.71,84
60837,Prestuplenie abbata Mure [Podarochnoe izdanie],Emil Zolya,8.18,38
60838,Zherminal [Podarochnoe izdanie],Emil Zolya,9.42,35
60839,Zapadnya [Podarochnoe izdanie],Emil Zolya,9.07,100
60840,The Picture of Dorian Gray [Podarochnoe izdanie],Oscar Wilde,7.47,57
60841,Kak vazhno byt sereznym [Podarochnoe izdanie],Oscar Wilde,5.51,61
60842,The Adventures of Tom Sawyer [Podarochnoe izdanie],Mark Twain,6.93,61
60843,Priklyucheniya Geklberri Finna [Podarochnoe izdanie],Mark Twain,7.29,14
60844,Yanki iz Konnektikuta pri dvore korolya Artura [Podarochnoe izdanie],Mark Twain,7.64,34
60845,Drakula [Podarochnoe izdanie],Brem Stoker,8.53,4
60846,Mashina vremeni [Podarochnoe izdanie],Gerbert Uells,6.40,45
60847,Chelovek-nevidimka [Podarochnoe izdanie],Gerbert Uells,6.58,57
60848,Voyna mirov [Podarochnoe izdanie],Gerbert Uells,6.93,59
60849,Etyud v bagrovykh tonakh [Podarochnoe izdanie],Arthur Conan Doyle,6.22,7
60850,Sobaka Baskerviley [Podarochnoe izdanie],Arthur Conan Doyle,6.76,17
60851,The Adventures of Sherlock Holmes [Podarochnoe izdanie],Arthur Conan Doyle,8.71,46
60852,Martin Iden [Podarochnoe izdanie],Dzhek London,8.53,95
60853,Zov predkov [Podarochnoe izdanie],Dzhek London,6.04,2
60854,Belyy Klyk [Podarochnoe izdanie],Dzhek London,6.40,89
60855,Uliss [Podarochnoe izdanie],Dzheyms Dzhoys,15.11,10
60856,Dublintsy [Podarochnoe izdanie],Dzheyms Dzhoys,7.29,46
60857,Portret khudozhnika v yunosti [Podarochnoe izdanie],Dzheyms Dzhoys,8.18,47
60858,Protsess [Podarochnoe izdanie],Franz Kafka,7.64,36
60859,Zamok [Podarochnoe izdanie],Franz Kafka,8.00,32
60860,The Metamorphosis [Podarochnoe izdanie],Franz Kafka,5.69,79
60861,V poiskakh utrachennogo vremeni [Podarochnoe izdanie],Marsel Prust,24.89,36
60862,Volshebnaya gora [Podarochnoe izdanie],Tomas Mann,13.87,4
60863,Buddenbroki [Podarochnoe izdanie],Tomas Mann,12.80,81
60864,Smert v Venetsii [Podarochnoe izdanie],Tomas Mann,5.87,100
60865,Stepnoy volk [Podarochnoe izdanie],German Gesse,7.82,79
60866,Igra v biser [Podarochnoe izdanie],German Gesse,10.49,88
60867,Siddkhartkha [Podarochnoe izdanie],German Gesse,6.22,79
60868,The Great Gatsby [Podarochnoe izdanie],Frensis Skott Fitsdzherald,7.29,68
60869,Noch nezhna [Podarochnoe izdanie],Frensis Skott Fitsdzherald,8.18,41
60870,"Proshchay, oruzhie! [Podarochnoe izdanie]",Ernest Hemingway,7.82,58
60871,Po komu zvonit kolokol [Podarochnoe izdanie],Ernest Hemingway,9.60,41
60872,Starik i more [Podarochnoe izdanie],Ernest Hemingway,6.22,16
60873,A Moveable Feast [Podarochnoe izdanie],Ernest Hemingway,7.29,47
60874,The Sound and the Fury [Podarochnoe izdanie],William Faulkner,8.71,49
60875,As I Lay Dying [Podarochnoe izdanie],William Faulkner,7.64,80
60876,On the Road [Podarochnoe izdanie],John Steinbeck,7.47,27
60877,The Grapes of Wrath [Podarochnoe izdanie],John Steinbeck,10.31,62
60878,Of Mice and Men [Podarochnoe izdanie],John Steinbeck,5.87,33
60879,All Quiet on the Western Front [Podarochnoe izdanie],Erich Maria Remarque,8.00,34
60880,Three Comrades [Podarochnoe izdanie],Erich Maria Remarque,8.71,95
60881,Arch of Triumph [Podarochnoe izdanie],Erich Maria Remarque,9.24,70
60882,The Black Obelisk [Podarochnoe izdanie],Erich Maria Remarque,9.07,34
60883,Heaven Has No Favorites [Podarochnoe izdanie],Erich Maria Remarque,8.18,45
60884,The Master and Margarita [Podarochnoe izdanie],Mikhail Bulgakov,9.78,43
60885,Heart of a Dog [Podarochnoe izdanie],Mikhail Bulgakov,6.22,93
60886,The White Guard [Podarochnoe izdanie],Mikhail Bulgakov,7.64,43
60887,The Fatal Eggs [Podarochnoe izdanie],Mikhail Bulgakov,5.51,90
60888,And Quiet Flows the Don [Podarochnoe izdanie],Mikhail Sholokhov,17.42,85
60889,Fate of a Man [Podarochnoe izdanie],Mikhail Sholokhov,5.33,83
60890,Doctor Zhivago [Podarochnoe izdanie],Boris Pasternak,11.02,60
60891,We [Podarochnoe izdanie],Yevgeny Zamyatin,6.93,49
60892,The Twelve Chairs [Podarochnoe izdanie],"Ilya Ilf, Yevgeny Petrov",8.53,96
60893,Zolotoy telenok [Podarochnoe izdanie],"Ilya Ilf, Yevgeny Petrov",8.71,86
60894,Kotlovan [Podarochnoe izdanie],Andrey Platonov,6.76,52
60895,Chevengur [Podarochnoe izdanie],Andrey Platonov,9.24,26
60896,Odin den Ivana Denisovicha [Podarochnoe izdanie],Aleksandr Solzhenitsyn,6.22,30
60897,Arkhipelag GULAG [Podarochnoe izdanie],Aleksandr Solzhenitsyn,19.56,43
60898,Rakovyy korpus [Podarochnoe izdanie],Aleksandr Solzhenitsyn,10.31,88
60899,Moskva — Petushki [Podarochnoe izdanie],Venedikt Erofeev,6.40,34
60900,Zapovednik [Podarochnoe izdanie],Sergey Dovlatov,6.58,23
60901,Chemodan [Podarochnoe izdanie],Sergey Dovlatov,6.22,0
60902,Solo na undervude [Podarochnoe izdanie],Sergey Dovlatov,5.69,90
60903,1984 [Podarochnoe izdanie],George Orwell,7.47,42
60904,Skotnyy dvor [Podarochnoe izdanie],George Orwell,5.51,3
60905,Brave New World [Podarochnoe izdanie],Aldous Huxley,7.64,72
60906,451 gradus po Farengeytu [Podarochnoe izdanie],Ray Bradbury,7.29,43
60907,Marsianskie khroniki [Podarochnoe izdanie],Ray Bradbury,7.82,27
60908,Vino iz oduvanchikov [Podarochnoe izdanie],Ray Bradbury,7.47,99
60909,The Catcher in the Rye [Podarochnoe izdanie],Dzh. D. Selindzher,6.93,1
60910,Povelitel mukh [Podarochnoe izdanie],Uilyam Golding,7.11,87
60911,To Kill a Mockingbird [Podarochnoe izdanie],Harper Lee,8.18,57
60912,Zavodnoy apelsin [Podarochnoe izdanie],Entoni Byordzhess,7.29,20
60913,Proletaya nad gnezdom kukushki [Podarochnoe izdanie],Ken Kizi,8.36,60
60914,Boynya nomer pyat [Podarochnoe izdanie],Kurt Vonnegut,7.29,93
60915,Kolybel dlya koshki [Podarochnoe izdanie],Kurt Vonnegut,7.11,60
60916,One Hundred Years of Solitude [Podarochnoe izdanie],Gabriel Garcia Marquez,9.42,16
60917,Lyubov vo vremya chumy [Podarochnoe izdanie],Gabriel Garcia Marquez,9.07,67
60918,Khronika obyavlennoy smerti [Podarochnoe izdanie],Gabriel Garcia Marquez,6.04,80
60919,Igra v klassiki [Podarochnoe izdanie],Khulio Kortasar,9.96,90
60920,Vymysly [Podarochnoe izdanie],Khorkhe Luis Borkhes,7.47,89
60921,Alef [Podarochnoe izdanie],Khorkhe Luis Borkhes,7.29,99
60922,Pedofil (Lolita) [Podarochnoe izdanie],Vladimir Nabokov,8.71,18
60923,Zashchita Luzhina [Podarochnoe izdanie],Vladimir Nabokov,7.64,60
60924,Priglashenie na kazn [Podarochnoe izdanie],Vladimir Nabokov,7.47,49
60925,"Khobbit, ili Tuda i obratno [Podarochnoe izdanie]",Dzh. R. R. Tolkin,8.00,73
60926,Vlastelin kolets: Bratstvo Koltsa [Podarochnoe izdanie],Dzh. R. R. Tolkin,11.02,41
60927,Vlastelin kolets: Dve kreposti [Podarochnoe izdanie],Dzh. R. R. Tolkin,11.02,86
60928,Vlastelin kolets: Vozvrashchenie korolya [Podarochnoe izdanie],Dzh. R. R. Tolkin,11.56,64
60929,Silmarillion [Podarochnoe izdanie],Dzh. R. R. Tolkin,10.31,71
60930,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Podarochnoe izdanie]",K. S. Lyuis,6.93,63
60931,Dyuna [Podarochnoe izdanie],Frenk Gerbert,12.09,7
60932,Messiya Dyuny [Podarochnoe izdanie],Frenk Gerbert,9.24,91
60933,Deti Dyuny [Podarochnoe izdanie],Frenk Gerbert,9.78,71
60934,Osnovanie [Podarochnoe izdanie],Ayzek Azimov,8.53,74
60935,"Ya, Robot [Podarochnoe izdanie]",Ayzek Azimov,7.47,34
60936,Solyaris [Podarochnoe izdanie],Stanislav Lem,7.64,20
60937,Nepobedimyy [Podarochnoe izdanie],Stanislav Lem,7.29,94
60938,Piknik na obochine [Podarochnoe izdanie],Arkadiy i Boris Strugatskie,7.47,82
60939,Trudno byt bogom [Podarochnoe izdanie],Arkadiy i Boris Strugatskie,6.93,54
60940,Ponedelnik nachinaetsya v subbotu [Podarochnoe izdanie],Arkadiy i Boris Strugatskie,7.29,51
60941,Obitaemyy ostrov [Podarochnoe izdanie],Arkadiy i Boris Strugatskie,8.18,2
60942,Avtostopom po galaktike [Podarochnoe izdanie],Duglas Adams,6.76,30
60943,Neyromant [Podarochnoe izdanie],Uilyam Gibson,8.00,52
60944,Mechtayut li androidy ob elektroovtsakh? [Podarochnoe izdanie],Filip K. Dik,7.47,54
60945,Chelovek v vysokom zamke [Podarochnoe izdanie],Filip K. Dik,7.82,78
60946,Garri Potter i filosofskiy kamen [Podarochnoe izdanie],Dzh. K. Rouling,9.78,69
60947,Garri Potter i Taynaya komnata [Podarochnoe izdanie],Dzh. K. Rouling,9.96,3
60948,Garri Potter i uznik Azkabana [Podarochnoe izdanie],Dzh. K. Rouling,10.31,100
60949,Garri Potter i Kubok ognya [Podarochnoe izdanie],Dzh. K. Rouling,12.27,81
60950,Garri Potter i Orden Feniksa [Podarochnoe izdanie],Dzh. K. Rouling,13.33,23
60951,Garri Potter i Prints-polukrovka [Podarochnoe izdanie],Dzh. K. Rouling,12.62,99
60952,Garri Potter i Dary Smerti [Podarochnoe izdanie],Dzh. K. Rouling,13.87,59
60953,Igra prestolov [Podarochnoe izdanie],Dzhordzh R. R. Martin,12.80,55
60954,Bitva koroley [Podarochnoe izdanie],Dzhordzh R. R. Martin,13.16,87
60955,Burya mechey [Podarochnoe izdanie],Dzhordzh R. R. Martin,14.40,39
60956,Pir stervyatnikov [Podarochnoe izdanie],Dzhordzh R. R. Martin,13.87,33
60957,Tanets s drakonami [Podarochnoe izdanie],Dzhordzh R. R. Martin,15.11,69
60958,Vedmak: Poslednee zhelanie [Podarochnoe izdanie],Andzhey Sapkovskiy,8.53,22
60959,Vedmak: Mech Prednaznacheniya [Podarochnoe izdanie],Andzhey Sapkovskiy,8.71,82
60960,Vedmak: Krov elfov [Podarochnoe izdanie],Andzhey Sapkovskiy,9.07,98
60961,Kladbishche domashnikh zhivotnykh [Podarochnoe izdanie],Stiven King,9.24,76
60962,Siyanie [Podarochnoe izdanie],Stiven King,9.78,36
60963,Ono [Podarochnoe izdanie],Stiven King,15.82,25
60964,Temnaya bashnya: Strelok [Podarochnoe izdanie],Stiven King,8.53,88
60965,Zelenaya milya [Podarochnoe izdanie],Stiven King,9.07,46
60966,11/22/63 [Podarochnoe izdanie],Stiven King,14.04,5
60967,Kod da Vinchi [Podarochnoe izdanie],Den Braun,8.71,7
60968,Angely i demony [Podarochnoe izdanie],Den Braun,8.53,61
60969,Inferno [Podarochnoe izdanie],Den Braun,9.24,77
60970,Alkhimik [Podarochnoe izdanie],Paulo Koelo,6.76,50
60971,Ten vetra [Podarochnoe izdanie],Karlos Ruis Safon,9.60,13
60972,Tsvety dlya Eldzhernona [Podarochnoe izdanie],Deniel Kiz,8.00,55
60973,Mnozhestvennye umy Billi Milligana [Podarochnoe izdanie],Deniel Kiz,9.07,45
60974,Shantaram [Podarochnoe izdanie],Gregori Devid Roberts,13.87,28
60975,"Esh, molis, lyubi [Podarochnoe izdanie]",Elizabet Gilbert,7.82,61
60976,Begushchiy za vetrom [Podarochnoe izdanie],Khaled Khosseyni,8.71,63
60977,Tysyacha siyayushchikh solntsa [Podarochnoe izdanie],Khaled Khosseyni,9.07,99
60978,Oblachnyy atlas [Podarochnoe izdanie],Devid Mitchell,9.96,59
60979,Zadacha trekh tel [Podarochnoe izdanie],Lyu Tsysin,10.49,87
60980,Tyomnyy les [Podarochnoe izdanie],Lyu Tsysin,11.02,67
